element_sig_pattern,tag_name,vr,private_disposition
"(0021,SIEMENS MR VA0  GEN"",34)",Number of 3D Image Partitions,IS,k
"(0021,SIEMENS MR VA0  GEN"",34)",Number of 3D Image Partitions,UN,k
"(0021,SIEMENS MR VA0  GEN"",36)",Actual 3D Image Partition Number,IS,d
"(0021,SIEMENS MR VA0  GEN"",39)",Slab Thickness,DS,k
"(0021,SIEMENS MR VA0  GEN"",39)",Slab Thickness,UN,k
"(0021,SIEMENS MR VA0  GEN"",40)",Number of Slices Nominal,IS,k
"(0021,SIEMENS MR VA0  GEN"",40)",Number of Slices Nominal,UN,k
"(0021,SIEMENS MR VA0  GEN"",41)",Number of Slices Current,IS,d
"(0021,SIEMENS MR VA0  GEN"",42)",Current Slice Number,IS,k
"(0021,SIEMENS MR VA0  GEN"",42)",Current Slice Number,UN,k
"(0021,SIEMENS MR VA0  GEN"",43)",Current Group Number,IS,k
"(0021,SIEMENS MR VA0  GEN"",43)",Current Group Number,UN,k
"(0021,SIEMENS MR VA0  GEN"",44)",Current Slice Distance Factor,DS,d
"(0021,SIEMENS MR VA0  GEN"",4f)",Order of Slices,CS,k
"(0021,SIEMENS MR VA0  GEN"",4f)",Order of Slices,LT,k
"(0021,SIEMENS MR VA0  GEN"",4f)",Order of Slices,UN,k
"(0021,SIEMENS MR VA0  GEN"",50)",Signal Mask,UL,k
"(0021,SIEMENS MR VA0  GEN"",50)",Signal Mask,US,k
"(0021,SIEMENS MR VA0  GEN"",56)",Repetition Time Effective,DS,k
"(0021,SIEMENS MR VA0  GEN"",56)",Repetition Time Effective,UN,k
"(0021,SIEMENS MR VA0  GEN"",70)",Number of Echoes,IS,k
"(0021,SIEMENS MR VA0  GEN"",70)",Number of Echoes,UN,k
"(0021,SIEMENS MR VA0  GEN"",91)",Saturation PhaseEncoding Vector Transverse Component,DS,k
"(0021,SIEMENS MR VA0  GEN"",92)",Saturation Readout Vector Transverse Component,DS,k
"(0021,SIEMENS MR VA0  RAW"",00)",Sequence Type,CS,k
"(0021,SIEMENS MR VA0  RAW"",00)",Sequence Type,LT,k
"(0021,SIEMENS MR VA0  RAW"",00)",Sequence Type,UN,k
"(0021,SIEMENS MR VA0  RAW"",01)",Vector Size Original,IS,k
"(0021,SIEMENS MR VA0  RAW"",01)",Vector Size Original,UN,k
"(0021,SIEMENS MR VA0  RAW"",02)",Vector Size Extended,IS,k
"(0021,SIEMENS MR VA0  RAW"",02)",Vector Size Extended,UN,k
"(0021,SIEMENS MR VA0  RAW"",03)",Acquired Spectral Range,DS,k
"(0021,SIEMENS MR VA0  RAW"",03)",Acquired Spectral Range,UN,k
"(0021,SIEMENS MR VA0  RAW"",04)",VOI Position,DS,k
"(0021,SIEMENS MR VA0  RAW"",04)",VOI Position,UN,k
"(0021,SIEMENS MR VA0  RAW"",05)",VOI Size,DS,k
"(0021,SIEMENS MR VA0  RAW"",05)",VOI Size,UN,k
"(0021,SIEMENS MR VA0  RAW"",06)",CSI Matrix Size Original,IS,k
"(0021,SIEMENS MR VA0  RAW"",06)",CSI Matrix Size Original,UN,k
"(0021,SIEMENS MR VA0  RAW"",07)",CSI Matrix Size Extended,IS,k
"(0021,SIEMENS MR VA0  RAW"",07)",CSI Matrix Size Extended,UN,k
"(0021,SIEMENS MR VA0  RAW"",08)",Spatial Grid Shift,DS,k
"(0021,SIEMENS MR VA0  RAW"",08)",Spatial Grid Shift,UN,k
"(0021,SIEMENS MR VA0  RAW"",09)",Signal Limits Minimum,DS,k
"(0021,SIEMENS MR VA0  RAW"",09)",Signal Limits Minimum,UN,k
"(0021,SIEMENS MR VA0  RAW"",10)",Signal Limits Maximum,DS,k
"(0021,SIEMENS MR VA0  RAW"",10)",Signal Limits Maximum,UN,k
"(0021,SIEMENS MR VA0  RAW"",11)",Spec Info Mask,DS,k
"(0021,SIEMENS MR VA0  RAW"",11)",Spec Info Mask,IS,k
"(0021,SIEMENS MR VA0  RAW"",11)",Spec Info Mask,UN,k
"(0021,SIEMENS MR VA0  RAW"",30)",Array Coil ADC Offset,DS,k
"(0021,SIEMENS MR VA0  RAW"",30)",Array Coil ADC Offset,UN,k
"(0021,SIEMENS MR VA0  RAW"",31)",Array Coil Preamplifier Gain,DS,k
"(0021,SIEMENS MR VA0  RAW"",31)",Array Coil Preamplifier Gain,UN,k
"(0021,SIEMENS MR VA0  RAW"",50)",Saturation Type,CS,k
"(0021,SIEMENS MR VA0  RAW"",50)",Saturation Type,LT,k
"(0021,SIEMENS MR VA0  RAW"",51)",Saturation Normal Vector,DS,k
"(0021,SIEMENS MR VA0  RAW"",52)",Saturation Position Vector,DS,k
"(0021,SIEMENS MR VA0  RAW"",53)",Saturation Thickness,DS,k
"(0021,SIEMENS MR VA0  RAW"",54)",Saturation Width,DS,k
"(0021,SIEMENS SMS-AX  ACQ 1.0"",00)",Acquisition Type,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",01)",Acquisition Mode,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",02)",Footswitch Index,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",03)",Acquisition Room,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",04)",Current Time Product,SL,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",05)",Dose,SL,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",06)",Skin Dose Percent,SL,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",07)",Skin Dose Accumulation,SL,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",08)",Skin Dose Rate,SL,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",0a)",Copper Filter,UL,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",0b)",Measuring Field,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",10)",Modality LUT Input Gamma,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",11)",Modality LUT Output Gamma,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",12)",SH_STPAR,OB,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",13)",Acquisition Zoom,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",15)",Harmonization,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",16)",DR Single Flag,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",17)",Source ToIsocenter,SL,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",19)",ECG Index Array,SL,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",1a)",FD Flag,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",1b)",SH_ZOOM,OB,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",1c)",SH_COLPAR,OB,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",1d)",K-Factor,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",1e)",EVE,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",1f)",Total Scene Time,SL,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",20)",Restore Flag,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",21)",Stand Movement Flag,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",22)",FD Rows,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",23)",FD Columns,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",24)",Table Movement Flag,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",28)",Gamma LUT Sequence,SQ,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",29)",Acquisition Scene Time,DS,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",30)",Organ Program Info,OB,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",45)",DIPP Mode,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",46)",Artis System Type,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",47)",Artis Table Type,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",48)",Artis Table Top Type,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",49)",Water Value,US,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",57)",Isocenter Table Position,SS,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",58)",Table Object Distance,DS,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",71)",Detector Rotation,DS,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",81)",Table Tilt,SS,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",82)",Table Rotation,SS,d
"(0021,SIEMENS SMS-AX  ACQ 1.0"",83)",Table Cradle Tilt,SS,d
"(0021,SIEMENS SP ACQ 2.0"",01)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",02)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",04)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",10)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",11)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",12)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",13)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",14)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",15)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",16)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",17)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",18)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",30)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",31)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",32)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",33)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",34)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",35)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",36)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",37)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",40)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",41)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",42)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",59)",Unknown,UN,d
"(0021,SIEMENS SP ACQ 2.0"",61)",Unknown,UN,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",00)",Unknown,US,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",01)",Unknown,SS,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",02)",Unknown,FL,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",03)",Unknown,FL,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",04)",Unknown,US,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",05)",Unknown,SS,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",06)",Unknown,FL,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",07)",Unknown,FL,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",08)",Auto Window Flag,US,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",09)",Auto Window Center,SL,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",0a)",Auto Window Width,SL,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",0b)",Filter ID,SS,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",0c)",Unknown,FL,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",0d)",Unknown,SS,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",0e)",Dose Control Value,US,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",0f)",Unknown,US,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",10)",Unknown,US,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",11)",Unknown,SS,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",12)",Unknown,SS,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",13)",Unknown,SS,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",14)",Anatomic Correct View,US,d
"(0021,Siemens: Thorax/Multix FD Post Processing"",15)",Auto Window Shift,SS,k
"(0021,Siemens: Thorax/Multix FD Post Processing"",15)",Auto Window Shift,UN,k
"(0021,Siemens: Thorax/Multix FD Post Processing"",16)",Auto Window Expansion,DS,k
"(0021,Siemens: Thorax/Multix FD Post Processing"",16)",Auto Window Expansion,UN,k
"(0021,Siemens: Thorax/Multix FD Post Processing"",17)",System Type,US,d
"(0021,Unnamed Private Block - 10"",5a)",Unknown,SL,d
"(0021,Unnamed Private Block - 10"",5a)",Unknown,UN,d
"(0023,,70)",Unknown,UN,d
"(0023,,74)",Unknown,UN,d
"(0023,,7d)",Unknown,UN,d
"(0023,AMICAS0"",01)",Original SOP Instance UID,UI,d
"(0023,AMICAS0"",01)",Original SOP Instance UID,UN,d
"(0023,AMICAS0"",08)",Minimum Pixel Value,UN,d
"(0023,AMICAS0"",08)",Minimum Pixel Value,US,d
"(0023,AMICAS0"",10)",Maximum Pixel Value,UN,d
"(0023,AMICAS0"",10)",Maximum Pixel Value,US,d
"(0023,AMICAS0"",16)",Intercept,SL,d
"(0023,AMICAS0"",16)",Intercept,UN,d
"(0023,AMICAS0"",19)",Reconstituted Image Flag,UN,d
"(0023,AMICAS0"",19)",Reconstituted Image Flag,US,d
"(0023,AMICAS0"",21)",Telemed Image Flag,US,d
"(0023,AMICAS0"",22)",Original Station ID,UL,d
"(0023,AMICAS0"",40)",Archive Restored Flag,US,d
"(0023,AMICAS0"",43)",Lossless Compression Flag,UN,d
"(0023,AMICAS0"",43)",Lossless Compression Flag,US,d
"(0023,AMICAS0"",45)",Demo File Version,UN,d
"(0023,AMICAS0"",45)",Demo File Version,US,d
"(0023,AMICAS0"",54)",Unknown,ST,d
"(0023,AMICAS0"",54)",Unknown,UN,d
"(0023,AMICAS0"",55)",Unknown,LO,
"(0023,AMICAS0"",65)",Unknown,LO,
"(0023,FDMS 1.0"",10)",Unknown,SQ,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",13)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",13)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",15)",Unknown:Unknown,CS,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",15)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",20)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",20)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",21)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",21)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",30)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",30)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",31)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",31)",Unknown:Unknown,SS,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",32)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",32)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",33)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",33)",Unknown:Unknown,SS,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",34)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",34)",Unknown:Unknown,SS,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",40)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",40)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",41)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",41)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",42)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",42)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",43)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",43)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",50)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",50)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",51)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",51)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",52)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",52)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",53)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",53)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",60)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",60)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",61)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",61)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",62)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",62)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",63)",Unknown:Unknown,CS,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",63)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",70)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",70)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",71)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",71)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",72)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",72)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",73)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",73)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",74)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",74)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",80)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",80)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",81)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",81)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",82)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",82)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",83)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",83)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",84)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",84)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",90)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",90)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",91)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",91)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",92)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",92)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",93)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",93)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",94)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",94)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",95)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",95)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",96)",Unknown:Unknown,CS,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",96)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",a0)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",a0)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",a1)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",a1)",Unknown:Unknown,SS,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",a2)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",a2)",Unknown:Unknown,US,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",a3)",Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0025,""FDMS 1.0"",a3)",Unknown:Unknown,SS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",10)",Unknown:Unknown,SQ,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",10)[<1>](0027,""FDMS 1.0"",a0)",Unknown:Unknown:Unknown,IS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",10)[<1>](0027,""FDMS 1.0"",a0)",Unknown:Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",10)[<1>](0027,""FDMS 1.0"",a1)",Unknown:Unknown:Unknown,CS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",10)[<1>](0027,""FDMS 1.0"",a1)",Unknown:Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",10)[<1>](0027,""FDMS 1.0"",a2)",Unknown:Unknown:Unknown,CS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",10)[<1>](0027,""FDMS 1.0"",a2)",Unknown:Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",10)[<1>](0027,""FDMS 1.0"",a3)",Unknown:Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",10)[<1>](0027,""FDMS 1.0"",a3)",Unknown:Unknown:Unknown,SS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",20)",Unknown:Unknown,SQ,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",20)[<1>](0027,""FDMS 1.0"",a0)",Unknown:Unknown:Unknown,IS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",20)[<1>](0027,""FDMS 1.0"",a0)",Unknown:Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",20)[<1>](0027,""FDMS 1.0"",a1)",Unknown:Unknown:Unknown,CS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",20)[<1>](0027,""FDMS 1.0"",a1)",Unknown:Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",20)[<1>](0027,""FDMS 1.0"",a2)",Unknown:Unknown:Unknown,CS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",20)[<1>](0027,""FDMS 1.0"",a2)",Unknown:Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",20)[<1>](0027,""FDMS 1.0"",a3)",Unknown:Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",20)[<1>](0027,""FDMS 1.0"",a3)",Unknown:Unknown:Unknown,SS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",30)",Unknown:Unknown,SQ,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",30)[<1>](0027,""FDMS 1.0"",a0)",Unknown:Unknown:Unknown,IS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",30)[<1>](0027,""FDMS 1.0"",a0)",Unknown:Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",30)[<1>](0027,""FDMS 1.0"",a1)",Unknown:Unknown:Unknown,CS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",30)[<1>](0027,""FDMS 1.0"",a1)",Unknown:Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",30)[<1>](0027,""FDMS 1.0"",a2)",Unknown:Unknown:Unknown,CS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",30)[<1>](0027,""FDMS 1.0"",a2)",Unknown:Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",30)[<1>](0027,""FDMS 1.0"",a3)",Unknown:Unknown:Unknown,OB,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",30)[<1>](0027,""FDMS 1.0"",a3)",Unknown:Unknown:Unknown,SS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",40)",Unknown:Unknown,SQ,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",40)[<1>](0027,""FDMS 1.0"",a0)",Unknown:Unknown:Unknown,IS,d
"(0023,FDMS 1.0"",10)[<0>](0027,""FDMS 1.0"",40)[<1>](0027,""FDMS 1.0"",a0)",Unknown:Unknown:Unknown,OB,d
